SKU,Name,Length,Width,Height,Weight,URL
00459913,"ENHETLegs f frame, white,23.5 cm",27.0,7.0,4.0,0.36,https://www.ikea.com/nl/en/p/00459913/
00459116,"SANNAHEDFrame, white,25x25 cm",27.0,27.0,6.0,0.85,https://www.ikea.com/nl/en/p/00459116/
00459480,"KVARNVIKStorage box with lid, beige,32x35x32 cm",64.0,49.0,4.0,1.22,https://www.ikea.com/nl/en/p/00459480/
00460596,"VILDKORNPillow, low,60x70 cm",56.0,15.0,15.0,0.71,https://www.ikea.com/nl/en/p/00460596/
00460836,"LAGKAPTENTable top, white,200x60 cm",201.0,61.0,4.0,11.95,https://www.ikea.com/nl/en/p/00460836/
00460577,"VILDKORNPillow, high,60x70 cm",53.0,16.0,16.0,0.81,https://www.ikea.com/nl/en/p/00460577/
00461379,"KALASMug, mixed colours",0.0,8.0,8.0,0.2,https://www.ikea.com/nl/en/p/00461379/
00461181,"MÅLAWax crayon, mixed colours",11.0,9.0,2.0,0.1,https://www.ikea.com/nl/en/p/00461181/
00460011,"UPPDATERAPegboard drawer organiser, anthracite,80 cm",54.0,28.0,4.0,1.53,https://www.ikea.com/nl/en/p/00460011/
00461888,"ÄSPERÖDCoffee table, black/glass black,115x58 cm",120.0,60.0,6.0,22.21,https://www.ikea.com/nl/en/p/00461888/
00463689,"MIDDAGSMATFrying pan, non-stick coating/stainless steel,28 cm",48.0,29.0,7.0,0.85,https://www.ikea.com/nl/en/p/00463689/
00464429,"LYCKADOven/serving dish set of 2, dark grey",31.0,21.0,6.0,2.74,https://www.ikea.com/nl/en/p/00464429/
00464113,"JÄTTELIKDuvet cover and pillowcase, Dinosaurs/white,140x200/60x70 cm",28.0,19.0,5.0,1.03,https://www.ikea.com/nl/en/p/00464113/
00465141,"ANFALLARETable top, bamboo,140x65 cm",147.0,70.0,3.0,8.87,https://www.ikea.com/nl/en/p/00465141/
00464368,"PÄRLBANDTealight holder, black,10 cm",10.0,9.0,9.0,0.19,https://www.ikea.com/nl/en/p/00464368/
00465754,"ENHETHook, white,6x24 mm",10.0,7.0,1.0,0.01,https://www.ikea.com/nl/en/p/00465754/
00466008,"HASSJÖNShower curtain ring, white",14.0,12.0,4.0,0.04,https://www.ikea.com/nl/en/p/00466008/
00467215,"LÅNGDANSRoller blind, grey,140x195 cm",152.0,5.0,5.0,1.0,https://www.ikea.com/nl/en/p/00467215/
